tag,ROC-AUC,PR-AUC
action,0.729038988766771,0.09704608304199709
adventure,0.5608733371891267,0.04966219334111899
advertising,0.6912141600826377,0.07030157021308288
background,0.5819297082228116,0.01084458632892733
ballad,0.7540616710875331,0.10157082888569965
calm,0.6441293630652744,0.0380410492972239
children,0.6663000796300057,0.0752821649091389
christmas,0.6169237907435332,0.032132761344023444
commercial,0.6506469147144389,0.03709785342193761
cool,0.7146090920444611,0.018169724916842187
corporate,0.6943792671929921,0.12553099774375126
dark,0.6855792392056744,0.12031092808659068
deep,0.7973499186650983,0.2622220878796656
documentary,0.6110974836304492,0.041215530284140496
drama,0.7051185344827586,0.05306327512463396
dramatic,0.6520934807043838,0.018512044798088642
dream,0.649967413140903,0.09787510794675883
emotional,0.6622117061628715,0.15331879484039881
energetic,0.749326280067871,0.14968682228033825
epic,0.8909734863148531,0.38826292086945674
fast,0.8886489569752283,0.039334750837045074
film,0.7323399974852257,0.15291515035035486
fun,0.7338806665631171,0.10440384973304445
funny,0.6967336654509475,0.011382356642483361
game,0.643130704041721,0.014496766605207309
groovy,0.7940312898735645,0.06644778014039238
happy,0.7064856514453289,0.20802578871200075
heavy,0.9620669416371195,0.4750528020008437
holiday,0.4359664757859608,0.007893616574772869
hopeful,0.6674632678350151,0.018089159842821754
inspiring,0.5512830541381856,0.04790989534465884
love,0.607484101539917,0.10326065487353549
meditative,0.6899937052307997,0.08119676813154068
melancholic,0.6201559185845289,0.0542756145655091
melodic,0.5740398128687549,0.11749963948956085
motivational,0.6868831052678652,0.060970387429971414
movie,0.6346348987782381,0.062184830503281316
nature,0.6428315596632429,0.04072660737867581
party,0.8237019390865545,0.13727842050546543
positive,0.6199337881219904,0.027708241083095587
powerful,0.6738872992038983,0.022596134093592582
relaxing,0.7134893107080738,0.13291514636307333
retro,0.5138747478939826,0.011779993287804725
romantic,0.6787298257236976,0.05215179926360805
sad,0.6865983602743423,0.0903687105169353
sexy,0.7080004307095941,0.029519292967598483
slow,0.7016009300593367,0.027125238570642626
soft,0.6988317399292324,0.05941471343262059
soundscape,0.6490381778485866,0.018157662520516142
space,0.7147566077283677,0.048414213747265386
sport,0.8532216566922087,0.037104663744647125
summer,0.8079810246342178,0.16441373679181664
trailer,0.9049059837448706,0.17787183965609638
travel,0.545789218964964,0.017294315055642672
upbeat,0.591486045743539,0.05023165106549198
uplifting,0.5903002413793781,0.04729211798229553
